	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187653	12160	8950	16110	13854	11226
SRZ187654	37736	37660	78102	68284	40376
SRZ187655	166296	124974	413830	466972	181206
SRZ187656	53778	35346	84196	69826	43884
SRZ187657	1628026	617924	1837080	2691126	1093316
SRZ187658	1093190	477960	1331122	1879460	743334
SRZ187659	6933816	3742896	8170186	13107154	5607352
SRZ187660	9712000	3828302	14203792	23724294	8910666
SRZ187661	2958068	1319766	4981246	7684568	2761694
SRZ187662	318646	129292	510326	779804	211080
SRZ187663	727312	236166	666598	1016442	333490
SRZ187664	538320	161810	514168	624846	199546
SRZ187665	461088	181470	514774	690248	248292
SRZ187666	470000	266350	1091832	1419630	637090
SRZ187667	889264	450064	1755034	2517910	1108346
SRZ187668	2645472	734088	1813444	2373154	1187358
SRZ187669	2742140	625470	1830582	2229180	975442
SRZ187670	2758404	590908	1883762	2487510	1002458
SRZ187671	3815474	796402	2482480	3307050	1450616
SRZ187672	3222074	728422	2262012	3102158	1405914
SRZ187673	2348142	686090	1850918	2873642	1384320
SRZ187674	2515938	416736	1152438	1353104	770122
SRZ187675	2529856	499636	1191152	1353880	782186
SRZ187676	2569030	511620	1252270	1460936	882634
SRZ187677	973040	385776	2114890	3277442	870468
SRZ187678	1104954	563504	1452310	1825340	832450
SRZ187679	760246	263836	1181878	1689554	645812
SRZ187680	1419312	1046668	2878082	5024562	1380750
SRZ187681	1221442	515230	2569624	4803560	1249920
SRZ187682	704300	336518	1238530	2568076	653234
SRZ187683	888194	580420	1723618	2825038	814262
SRZ187684	16427340	8158518	36175606	56519920	17688306
SRZ187685	358760	243058	786508	970690	437990
