	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187601	3345348	1715529	5647588	5704982	8420816
SRZ187602	3670882	1142462	4794263	5810096	5654093
SRZ187603	1381990	785059	3591084	3226161	3054557
SRZ187604	2093526	1009388	3212749	4014158	8899643
SRZ187605	2711683	1461938	3512335	3704601	4652991
SRZ187606	3104657	1140696	3928430	3941568	4926449
SRZ187607	1478687	581297	3297239	2555432	3050326
SRZ187608	1223451	429099	2024733	2362957	2167777
SRZ187609	1080017	497356	1461291	1795950	2741930
SRZ187610	753599	682631	3062038	4190656	1340977
SRZ187611	2464253	773898	4110913	3473314	3806455
SRZ187612	2869195	1919991	3278370	3244682	3455968
SRZ187613	3339061	1027637	4902406	4770578	5408161
SRZ187614	2435943	654959	3527985	3421207	3301155
SRZ187615	1843794	949039	3540138	3758646	3703155
SRZ187616	2416961	898192	3961555	4316085	5556809
SRZ187617	7384199	3448598	6142382	5952516	7088249
SRZ187618	2355480	709024	3353221	3578418	2991637
SRZ187619	2588926	725684	3821706	4228143	4607048
SRZ187620	2197875	1361277	4232165	4491068	4430590
SRZ187621	1249610	1150521	2236627	2752948	4706232
SRZ187622	1031917	734476	2940765	4451566	1575144
SRZ187623	937320	539133	3184473	4669660	1356297
SRZ187624	3560662	1176095	4296104	4382332	4801890
SRZ187625	2145360	508741	3054157	2913292	2904114
SRZ187626	1914267	581142	2863338	2964356	2481417
SRZ187627	6638194	3500661	9139835	8969055	7438273
SRZ187628	1827714	769274	3875833	3921179	4006795
SRZ187629	2354612	703946	3405627	3095765	4649450
SRZ187630	2004073	576499	3278121	3224002	4207676
SRZ187631	2031599	730673	2869195	2729927	3346457
SRZ187632	3483432	1298382	4301253	5118643	2733804
SRZ187633	4882312	1507437	3334941	4381723	3196458
SRZ187634	3027776	1030465	1961416	2205249	1587518
SRZ187635	1929095	543095	1020755	1039061	927961
SRZ187636	5184849	1069933	2444687	2906347	1821634
SRZ187637	6065964	1176537	2772079	3379092	2264016
SRZ187638	9224003	5804532	5389657	6354456	2687528
SRZ187639	4722679	2188989	4569000	6866511	2808280
SRZ187640	6960163	1167765	3640126	4332352	2042160
SRZ187641	2963092	728967	2340112	3875158	1475238
SRZ187642	7646300	1501988	6854827	8222344	3786681
SRZ187643	5718094	2156488	9080683	11609003	4464931
SRZ187644	6438693	1526128	6292298	6688832	2448531
SRZ187645	3333856	894230	3544984	3893268	1424410
SRZ187646	2584053	804178	2916009	3372804	1018134
SRZ187647	2281901	779737	2775051	3448752	933158
SRZ187648	58420	50970	84109	84103	88694
SRZ187649	116312	90412	240564	274022	148717
SRZ187650	97421	63097	129746	128038	71453
SRZ187651	178212	54570	123152	120678	70515
SRZ187652	95881	78018	132214	110013	76141
SRZ187653	37296	23757	41700	46469	31479
SRZ187654	124204	105364	218046	199253	114952
SRZ187655	518856	300315	1139096	1239006	490819
SRZ187656	170138	92325	244081	213752	120173
SRZ187657	6004161	1720202	4940919	6681608	2607353
SRZ187658	3373572	1341770	3749585	4895591	1827864
SRZ187659	22158520	13782985	24969780	33268967	12140731
SRZ187660	28077120	9508166	34832737	59237017	18877406
SRZ187661	8182738	3204234	12636630	17793879	6200263
SRZ187662	1567055	384933	1468158	2082116	576415
SRZ187663	2356250	743947	1792201	2543376	843785
SRZ187664	1824597	549432	1427405	1669391	542935
SRZ187665	1433384	531891	1370400	1805656	680512
SRZ187666	1294393	637391	2566032	3302518	1437961
SRZ187667	2571070	1092296	4114592	5557539	2458565
SRZ187668	5261232	1600776	4653264	5806142	2459250
SRZ187669	5676652	1414772	4643714	5637976	2102650
SRZ187670	5101379	1198224	4698625	5929257	2089541
SRZ187671	7039478	1662376	6150997	7889931	2984969
SRZ187672	6597344	1465334	5543573	7337823	2884900
SRZ187673	4484105	1444127	4673199	6867003	2806298
SRZ187674	4804238	967758	2985505	3381228	1643675
SRZ187675	4672586	1233044	3074493	3366899	1688916
SRZ187676	4793087	1095777	3246543	3631077	1895630
SRZ187677	2775781	1086404	5455874	7645057	2162396
SRZ187678	2981262	2219808	3875188	4698627	2114168
SRZ187679	2534675	794913	3380452	4557655	1682726
SRZ187680	3969395	2619477	7727198	12355028	3200777
SRZ187681	3962087	1545614	7528712	12434699	3054503
SRZ187682	2508448	1064254	4028003	7246450	1665880
SRZ187683	3389779	2298883	5127428	7497202	2034075
SRZ187684	52768248	24845180	106368629	148293316	43546489
SRZ187685	1081712	629392	2170007	2667856	1074517
